Product Name,Unit Cost,Selling Price,Current Stock,Category,Warehouse,Min Stock,Max Stock
Presentation Folders (25pk) Bulk,104.79,132.37,1956,Office Supplies,Midwest,19,2887
Sheet Protectors (50pk) Plus,100.16,178.2,1248,Office Supplies,East Coast,14,3947
Report Covers (12pk) XL,101.92,149.4,515,Office Supplies,East Coast,13,2103
Clipboard Pro,115.25,184.18,1556,Office Supplies,Midwest,17,2610
Pen Holder Mini,75.97,126.92,1943,Office Supplies,Primary,7,2617
Office Chair Ergonomic Heavy Duty,548.21,728.41,56,Furniture,South,2,134
Standing Desk Bulk,378.48,515.38,63,Furniture,Midwest,2,112
L-Shaped Desk Premium,52.87,62.27,22,Furniture,Primary,0,187
Bookshelf 5-Tier Single,515.56,673.26,87,Furniture,South,2,136
Filing Cabinet 3-Drawer Single,483.38,642.04,62,Furniture,South,2,160
Conference Table Mini,295.39,412.39,24,Furniture,Primary,1,101
Guest Chair Bulk,272.57,379.65,94,Furniture,East Coast,2,109
Desk Lamp XL,1156.44,1479.34,23,Furniture,Primary,0,134
Floor Mat Lite,546.8,736.93,96,Furniture,West Coast,0,125
Monitor Riser Pro,724.21,900.02,62,Furniture,South,0,116
Storage Cabinet Lite,99.56,120.46,16,Furniture,Midwest,2,121
Coat Rack Compact,521.93,697.09,54,Furniture,Midwest,1,107
Waste Basket Lite,880.48,1146.69,71,Furniture,Midwest,0,101
Desk Drawer Unit Pro,813.03,1128.99,29,Furniture,East Coast,1,112
Computer Desk Max,1064.95,1417.07,86,Furniture,West Coast,0,153
Gaming Chair Premium,520.38,604.18,46,Furniture,East Coast,2,137
Recliner Mini,289.92,393.63,59,Furniture,International,0,174
Sofa 3-Seater Plus,1034.93,1219.67,64,Furniture,West Coast,2,140
Coffee Table V2,30.06,39.27,51,Furniture,West Coast,1,100
Side Table Premium,750.02,839.94,18,Furniture,Primary,2,152
TV Stand XL,321.79,450.02,13,Furniture,South,0,105
Shoe Rack Mini,897.43,1221.38,24,Furniture,West Coast,0,163
Wardrobe Bulk,196.57,221.74,6,Furniture,East Coast,0,144
Dresser Single,414.85,567.1,76,Furniture,South,1,117
Nightstand XL,698.02,803.62,75,Furniture,West Coast,2,198
Bed Frame Queen Max,947.44,1043.99,51,Furniture,East Coast,0,144
Mattress Queen Eco,1031.05,1260.62,68,Furniture,East Coast,2,156
Dining Table 6-seat XL,468.4,604.64,9,Furniture,West Coast,1,192
Dining Chair Lite,788.25,968.9,24,Furniture,East Coast,0,178
Bar Stool Pro,361.38,415.29,19,Furniture,Midwest,0,162
Kitchen Island V3,495.86,549.34,47,Furniture,Midwest,0,120
Pantry Cabinet Max,232.83,269.47,50,Furniture,East Coast,0,158
Bathroom Vanity Max,465.87,579.21,69,Furniture,South,0,139
Mirror Cabinet Compact,472.02,638.97,67,Furniture,Primary,2,177
Laundry Hamper Pro,411.25,465.03,77,Furniture,Midwest,1,124
Room Divider V2,335.26,449.97,72,Furniture,Primary,0,124
Accent Chair Pro,902.81,1115.25,49,Furniture,West Coast,0,152
Ottoman Heavy Duty,1009.92,1205.52,12,Furniture,Midwest,2,180
Console Table V3,477.35,603.52,87,Furniture,East Coast,1,160
Bench Storage Standard,280.33,346.9,43,Furniture,International,1,190
All-Purpose Cleaner Compact,36.02,57.38,1936,Cleaning,South,47,7839
Glass Cleaner Mini,33.64,56.73,862,Cleaning,Midwest,12,5716
Disinfectant Spray Bulk,7.96,11.97,597,Cleaning,West Coast,40,6322
Floor Cleaner Bulk,37.28,52.14,2918,Cleaning,Primary,24,6903
Bathroom Cleaner Max,31.87,40.41,557,Cleaning,East Coast,45,6032
Degreaser Single,13.88,20.66,773,Cleaning,Primary,24,7197
Air Freshener Plus,34.65,44.07,1556,Cleaning,East Coast,29,5413
Microfiber Cloths (12pk) Single,28.76,44.88,2875,Cleaning,Primary,35,9764
Sponges (6pk) V2,36.89,51.42,2340,Cleaning,Midwest,40,9885
Rubber Gloves (3pk) XL,22.06,31.7,4286,Cleaning,South,19,9472
Trash Bags 13gal (50pk) V2,7.86,12.31,1007,Cleaning,Primary,41,5569
Paper Towels (12pk) V3,2.13,3.19,3246,Cleaning,Midwest,21,6104
Toilet Paper (24pk) Bulk,2.74,4.05,2041,Cleaning,West Coast,40,9986
Hand Soap (6pk) Standard,32.18,52.64,214,Cleaning,East Coast,26,9237
Hand Sanitizer Single,37.42,53.0,3922,Cleaning,West Coast,26,6856
Mop Eco,4.83,8.32,3466,Cleaning,West Coast,47,8610
Broom Standard,9.37,13.89,1707,Cleaning,South,49,5999
Dustpan V3,30.19,50.33,1915,Cleaning,International,44,7444
Vacuum Bags (6pk) Bulk,23.76,37.03,4897,Cleaning,West Coast,19,5919
Dish Soap Mini,32.94,51.2,501,Cleaning,South,21,6881
Dishwasher Tablets (30pk) Lite,38.11,62.8,1218,Cleaning,Primary,13,8788
Laundry Detergent Pro,26.03,37.07,4428,Cleaning,Primary,36,5832
Fabric Softener V3,36.28,54.05,946,Cleaning,International,30,5080
Stain Remover Premium,17.34,25.67,1446,Cleaning,Primary,14,5047
Bleach Heavy Duty,27.44,40.77,1417,Cleaning,International,37,7536
Duster Extendable Single,32.92,52.92,3627,Cleaning,East Coast,33,9157
Window Squeegee Heavy Duty,25.2,34.39,891,Cleaning,West Coast,44,9273
Toilet Brush Plus,5.65,7.61,63,Cleaning,East Coast,13,8181
Plunger Bulk,12.67,18.39,478,Cleaning,East Coast,18,8691
Drain Cleaner Lite,37.37,48.43,369,Cleaning,West Coast,28,7247
Lint Roller Bulk,37.62,63.93,1608,Cleaning,International,14,5333
Carpet Cleaner Premium,27.73,41.49,1265,Cleaning,South,31,9683
Wood Polish Eco,10.89,18.93,2423,Cleaning,International,15,6470
Stainless Steel Cleaner Mini,22.93,39.15,1810,Cleaning,South,50,9654
Oven Cleaner Heavy Duty,30.0,41.87,1396,Cleaning,South,39,8204
Grout Cleaner Plus,10.7,18.26,3832,Cleaning,West Coast,12,8437
First Aid Kit Compact,22.14,32.95,821,Safety,Primary,10,1235
Fire Extinguisher Pro,193.38,235.98,331,Safety,Primary,2,1070
Safety Goggles Compact,8.03,10.78,302,Safety,Midwest,6,1939
Work Gloves V2,128.92,191.38,723,Safety,Midwest,7,1572
Hard Hat V3,17.75,20.6,799,Safety,Midwest,6,1863
Safety Vest V3,189.46,236.22,170,Safety,Midwest,10,1597
Ear Plugs (50pk) Lite,144.6,167.57,506,Safety,East Coast,3,1842
Dust Masks (50pk) Lite,142.62,192.66,813,Safety,Primary,3,1314
Face Shields (5pk) Plus,106.58,159.71,257,Safety,East Coast,4,1423
Safety Boots Pro,150.51,218.66,450,Safety,West Coast,5,1616
Knee Pads Heavy Duty,108.31,148.78,613,Safety,Midwest,10,1024
Back Support Belt Single,148.55,191.13,186,Safety,East Coast,9,1674
Anti-Fatigue Mat Compact,24.13,33.57,629,Safety,Primary,6,1087
Wet Floor Sign Bulk,6.13,7.39,185,Safety,South,3,1154
Safety Cone Bulk,115.03,134.03,730,Safety,Midwest,10,1859
Fire Blanket V3,175.56,261.81,112,Safety,East Coast,3,1381
Smoke Detector XL,56.1,71.89,131,Safety,International,2,1544
Carbon Monoxide Detector Plus,110.98,138.37,822,Safety,East Coast,5,1712
Emergency Kit Plus,179.17,261.66,832,Safety,East Coast,7,1838
Flashlight Heavy Duty Compact,97.74,113.95,500,Safety,International,6,1264
Batteries AA (24pk) V2,59.31,81.41,564,Safety,East Coast,10,1183
Batteries AAA (24pk) Eco,130.84,165.24,547,Safety,International,3,1121
Extension Cord 25ft Standard,4.23,5.57,55,Safety,South,2,1784
Power Strip 6-outlet Pro,148.38,208.65,284,Safety,West Coast,3,1399
Cable Cover Eco,199.79,277.4,491,Safety,West Coast,6,1608
Lockout Tagout Kit Pro,134.3,168.71,224,Safety,South,7,1483
Spill Kit V3,177.2,228.01,808,Safety,South,2,1349
Eye Wash Station V3,116.47,153.88,575,Safety,South,5,1421
Chemical Storage Cabinet Max,73.89,88.6,409,Safety,International,9,1110
Gas Detector Compact,74.3,111.17,906,Safety,International,3,1781
Cardboard Box Small Pro,10.16,15.42,8484,Packaging,Primary,69,16090
Cardboard Box Medium Plus,17.63,22.86,8621,Packaging,Primary,99,17897
Cardboard Box Large Standard,65.87,79.37,2887,Packaging,Midwest,65,17395
Bubble Wrap Roll V3,34.63,43.51,9428,Packaging,West Coast,31,14591
Packing Peanuts Lite,18.58,28.32,5278,Packaging,West Coast,65,18923
Shipping Tape (6pk) Single,54.04,77.25,6776,Packaging,South,96,14830
Labels (500pk) Pro,20.5,31.6,1959,Packaging,West Coast,95,12046
Poly Mailers (100pk) Eco,44.51,70.57,4418,Packaging,West Coast,76,14033
Shrink Wrap Roll Premium,66.31,99.67,9805,Packaging,South,67,18262
Packing Paper (25lb) Compact,65.68,85.35,4234,Packaging,International,65,17772
Foam Sheets (50pk) XL,63.4,76.89,6932,Packaging,International,30,16939
Strapping Tape Heavy Duty,68.45,103.21,7136,Packaging,West Coast,25,13040
Pallet Wrap XL,11.16,13.48,2470,Packaging,South,32,12766
Void Fill Mini,40.3,55.13,9689,Packaging,International,70,19364
Tissue Paper (100pk) Eco,71.84,104.62,2824,Packaging,South,83,18526
Gift Boxes (12pk) Lite,41.16,61.44,2979,Packaging,South,99,15806
Ribbon Roll XL,25.72,37.0,9373,Packaging,West Coast,70,10353
Gift Bags (24pk) Plus,42.5,67.37,8849,Packaging,South,72,14709
Kraft Paper Roll Eco,66.21,86.49,6259,Packaging,Primary,78,13451
Corrugated Roll Standard,34.55,51.31,612,Packaging,Primary,52,11310
Coffee Beans 1lb Heavy Duty,36.67,46.36,487,Food & Beverage,International,23,3986
Ground Coffee 2lb Bulk,29.23,34.99,998,Food & Beverage,Midwest,20,4909
Tea Bags (100pk) Plus,5.5,6.96,1531,Food & Beverage,South,28,4730
Sugar 5lb Eco,44.95,63.63,857,Food & Beverage,West Coast,29,4123
Creamer (50pk) Lite,43.99,55.33,774,Food & Beverage,Midwest,23,5614
Cups 12oz (100pk) Plus,26.28,33.83,472,Food & Beverage,East Coast,12,4359
Lids 12oz (100pk) Standard,40.95,61.12,410,Food & Beverage,International,14,4355
Stirrers (1000pk) Plus,4.27,5.77,630,Food & Beverage,Primary,25,4388
Napkins (500pk) Lite,16.53,20.22,80,Food & Beverage,Midwest,7,4969
Paper Plates (100pk) Single,31.54,41.1,1301,Food & Beverage,International,15,5001
Plastic Cutlery Set (200pk) Bulk,47.13,69.15,1871,Food & Beverage,West Coast,12,3829
Water Bottles (24pk) Max,18.4,23.9,357,Food & Beverage,International,14,5880
Snack Bars (12pk) Eco,6.47,8.68,1044,Food & Beverage,South,26,3103
Nuts Variety (6pk) Eco,26.97,31.4,78,Food & Beverage,International,23,3565
Dried Fruit (6pk) Premium,38.18,54.34,1147,Food & Beverage,South,12,4626
Crackers (8pk) Bulk,5.4,6.54,2395,Food & Beverage,Midwest,26,5109
Peanut Butter Standard,21.39,29.6,2551,Food & Beverage,East Coast,20,3423
Jelly V3,4.8,6.29,692,Food & Beverage,East Coast,7,5392
Canned Soup (6pk) Premium,30.92,35.89,2247,Food & Beverage,Primary,15,4950
Canned Tuna (6pk) V3,33.26,48.91,2629,Food & Beverage,International,21,5177
Rice 10lb Plus,11.15,13.42,1618,Food & Beverage,East Coast,19,3332
Pasta (6pk) Premium,37.18,47.96,2994,Food & Beverage,Midwest,17,4673
Olive Oil Single,30.52,45.26,349,Food & Beverage,International,16,4202
Vinegar V3,41.9,61.01,883,Food & Beverage,Midwest,16,3236
Salt & Pepper Set V3,28.39,36.01,862,Food & Beverage,Midwest,12,3454
Spice Rack Heavy Duty,47.81,61.55,2892,Food & Beverage,South,8,4487
Honey V2,25.49,38.08,961,Food & Beverage,West Coast,17,3117
Granola V3,39.81,58.31,2596,Food & Beverage,Primary,7,5160
Protein Powder Premium,6.24,8.16,2163,Food & Beverage,East Coast,23,4837
Electrolyte Mix (30pk) Max,42.98,59.75,2339,Food & Beverage,Primary,17,3496
Wireless Mouse Pro,407.89,524.53,119,Electronics,South,3,870
Mechanical Keyboard XL,636.68,839.82,267,Electronics,South,2,537
USB-C Hub Pro,444.4,684.33,100,Electronics,South,3,926
Webcam HD Compact,147.04,199.2,268,Electronics,East Coast,1,783
Bluetooth Speaker V3,604.81,767.57,284,Electronics,East Coast,1,668
Portable Charger Eco,226.69,264.77,273,Electronics,East Coast,2,780
HDMI Cable Mini,16.86,23.16,461,Electronics,West Coast,5,851
SSD 1TB Plus,229.46,357.36,418,Electronics,Midwest,3,937
RAM 16GB V2,490.23,651.63,66,Electronics,International,2,924
Graphics Card Premium,396.28,594.36,97,Electronics,East Coast,1,762
CPU Processor Bulk,638.03,856.97,454,Electronics,Primary,3,876
Motherboard Premium,435.48,578.03,449,Electronics,South,2,875
Power Supply 750W Plus,644.77,917.86,253,Electronics,International,4,508
PC Case Standard,729.07,859.98,374,Electronics,West Coast,3,604
Monitor 27 inch Heavy Duty,78.3,107.24,229,Electronics,West Coast,2,922
Laptop Stand Max,455.62,662.01,324,Electronics,South,5,740
Noise Cancelling Headphones V2,555.44,788.44,204,Electronics,Midwest,3,712
Smart Watch Lite,726.45,1111.94,200,Electronics,Midwest,2,846
Fitness Tracker Pro,748.76,916.11,363,Electronics,Primary,2,800
Wireless Earbuds Eco,155.37,220.47,316,Electronics,East Coast,4,944
Tablet 10 inch Compact,769.9,1061.23,331,Electronics,Midwest,2,879
E-Reader Plus,101.42,159.79,495,Electronics,Midwest,5,755
Smart Plug Bulk,261.15,320.09,385,Electronics,International,1,943
WiFi Router Premium,513.32,750.78,302,Electronics,East Coast,3,563
Network Switch Compact,34.34,41.99,280,Electronics,West Coast,4,711
External HDD 2TB Compact,533.33,731.59,391,Electronics,West Coast,5,633
Flash Drive 64GB V2,73.43,112.52,209,Electronics,South,5,947
Memory Card 128GB Eco,702.72,1121.48,92,Electronics,West Coast,2,754
Desk Lamp LED Compact,111.16,168.46,26,Electronics,International,3,641
Phone Charger Bulk,115.51,171.16,182,Electronics,South,4,591
Screen Protector V2,217.63,324.16,129,Electronics,Primary,2,514
Phone Case Plus,168.16,240.38,405,Electronics,Primary,2,840
Laptop Sleeve Standard,193.12,267.09,454,Electronics,International,1,677
Monitor Arm V2,162.7,228.99,246,Electronics,Primary,4,591
Keyboard Wrist Rest XL,786.71,973.54,50,Electronics,East Coast,5,542
Mouse Pad XL Plus,137.09,209.2,117,Electronics,Midwest,5,520
Cable Management Kit Heavy Duty,252.53,301.49,64,Electronics,Midwest,1,678
Surge Protector Compact,95.92,130.18,356,Electronics,West Coast,5,649
UPS Battery Premium,427.84,562.18,170,Electronics,East Coast,5,867
Microphone USB Compact,403.86,599.4,339,Electronics,Midwest,4,597
Ring Light Premium,585.51,897.35,118,Electronics,West Coast,4,979
Green Screen Standard,85.46,121.64,138,Electronics,South,2,990
Streaming Deck Bulk,288.26,446.44,224,Electronics,South,2,730
Capture Card V3,758.5,963.55,95,Electronics,Primary,3,908
VR Headset Plus,678.29,909.22,10,Electronics,West Coast,3,770
Drone Camera Bulk,522.77,759.36,248,Electronics,Midwest,2,513
Action Camera Standard,64.48,85.2,318,Electronics,Midwest,4,518
Digital Camera V3,248.66,356.99,10,Electronics,West Coast,2,702
Camera Lens Premium,653.04,997.17,242,Electronics,Primary,3,984
Tripod Max,369.03,516.73,410,Electronics,International,2,844
Camera Bag Mini,427.56,628.17,411,Electronics,International,1,608
Ballpoint Pens (12pk) Plus,62.74,86.55,1608,Office Supplies,International,19,2751
Sticky Notes (8pk) Premium,110.08,158.28,1528,Office Supplies,East Coast,14,3717
File Folders (24pk) Standard,59.6,82.98,472,Office Supplies,Midwest,15,3365
Printer Paper A4 Plus,98.1,139.98,1651,Office Supplies,Primary,7,2841
Ink Cartridge Black XL,66.63,109.87,1965,Office Supplies,Midwest,15,2566
Ink Cartridge Color XL,96.43,137.74,1398,Office Supplies,South,5,3014
Desk Organizer Mini,114.0,140.65,799,Office Supplies,West Coast,9,2546
Paper Shredder Compact,14.67,23.38,664,Office Supplies,West Coast,5,3745
Laminator V3,32.96,52.43,957,Office Supplies,International,9,3780
Label Maker Max,110.08,153.65,1330,Office Supplies,West Coast,8,2940
Whiteboard 48x36 V2,110.43,138.54,1834,Office Supplies,Midwest,6,2418
Markers (8pk) Mini,113.14,153.2,1438,Office Supplies,Primary,10,3251
Eraser Premium,45.03,69.58,1476,Office Supplies,West Coast,10,3385
Stapler Single,47.56,69.86,1968,Office Supplies,Primary,18,2394
Staples (5000pk) Compact,130.63,195.19,126,Office Supplies,Primary,13,2903
Tape Dispenser Plus,24.87,38.35,441,Office Supplies,Midwest,16,2776
Scissors Heavy Duty,95.34,143.59,1742,Office Supplies,South,13,2613
Paper Clips (100pk) Compact,55.07,88.25,395,Office Supplies,Primary,8,3387
Binder Clips (24pk) V3,29.02,42.6,1585,Office Supplies,South,20,2439
Rubber Bands (1lb) Eco,98.27,162.72,1785,Office Supplies,International,20,3572
Envelopes (100pk) Heavy Duty,19.39,31.63,1956,Office Supplies,Midwest,8,2253
Notebooks (6pk) V2,85.54,142.25,1580,Office Supplies,International,14,2900
Planner 2024 XL,12.13,15.99,1005,Office Supplies,International,6,2766
Calculator V3,7.02,10.81,1400,Office Supplies,West Coast,7,3215
Ruler Compact,44.84,74.9,813,Office Supplies,South,10,2610
Hole Punch XL,64.42,109.94,1829,Office Supplies,Midwest,10,2421
Letter Tray Max,40.15,60.95,1091,Office Supplies,South,6,2547
Magazine Rack V3,44.27,68.29,1677,Office Supplies,East Coast,10,3766
Bulletin Board Eco,103.94,178.39,513,Office Supplies,East Coast,20,3665
Push Pins (100pk) Plus,6.47,11.18,1916,Office Supplies,Midwest,17,3456
Correction Tape (3pk) Lite,65.56,108.59,1327,Office Supplies,Midwest,7,3225
Glue Sticks (6pk) Eco,69.86,97.46,1887,Office Supplies,South,10,2686
Index Cards (200pk) Compact,41.4,58.33,1844,Office Supplies,Primary,16,2768
Graph Paper Pad V3,75.27,129.38,411,Office Supplies,South,13,2368
Legal Pads (3pk) Bulk,23.77,38.42,672,Office Supplies,South,15,3378
Presentation Folders (25pk) Heavy Duty,91.54,157.81,369,Office Supplies,Midwest,18,3998
Sheet Protectors (50pk) Eco,142.16,215.13,1498,Office Supplies,Midwest,16,2837
Report Covers (12pk) Heavy Duty,146.21,201.29,1584,Office Supplies,International,10,2348
Clipboard Pro,49.67,81.19,737,Office Supplies,West Coast,17,2830
Pen Holder Standard,41.36,66.35,1240,Office Supplies,West Coast,7,3189
Office Chair Ergonomic Plus,888.71,1153.28,34,Furniture,International,2,170
Standing Desk Eco,1142.99,1558.55,58,Furniture,International,0,101
L-Shaped Desk Bulk,701.97,877.52,78,Furniture,Primary,1,140
Bookshelf 5-Tier V3,1168.84,1527.41,87,Furniture,Primary,0,141
Filing Cabinet 3-Drawer Eco,145.45,180.8,56,Furniture,Midwest,2,162
Conference Table V3,886.58,1119.24,87,Furniture,East Coast,1,173
Guest Chair Compact,1104.39,1368.51,50,Furniture,Primary,2,176
Desk Lamp Single,60.27,82.75,31,Furniture,Midwest,1,198
Floor Mat Plus,1061.29,1427.43,89,Furniture,South,1,143
Monitor Riser Mini,871.75,1105.13,56,Furniture,East Coast,0,187
Storage Cabinet Mini,318.72,371.75,64,Furniture,International,1,182
Coat Rack Single,557.39,731.76,60,Furniture,East Coast,0,119
Waste Basket Pro,322.0,384.99,20,Furniture,West Coast,1,135
Desk Drawer Unit Premium,298.24,355.35,34,Furniture,South,1,145
Computer Desk Eco,1119.62,1266.23,85,Furniture,West Coast,2,120
Gaming Chair Mini,94.3,106.98,55,Furniture,South,2,167
Recliner Pro,246.48,320.25,16,Furniture,East Coast,0,143
Sofa 3-Seater V2,1176.03,1599.5,15,Furniture,South,0,147
Coffee Table Heavy Duty,405.71,557.59,41,Furniture,South,2,191
Side Table Plus,693.65,862.12,78,Furniture,South,0,196
TV Stand Pro,616.21,840.92,14,Furniture,West Coast,1,165
Shoe Rack Pro,674.84,826.36,21,Furniture,Primary,2,188
Wardrobe Pro,793.3,941.65,51,Furniture,International,0,113
Dresser Pro,627.06,774.62,45,Furniture,Primary,2,114
Nightstand Premium,1014.63,1363.82,33,Furniture,West Coast,0,188
Bed Frame Queen Max,80.42,102.47,71,Furniture,Midwest,0,164
Mattress Queen Compact,92.48,118.39,45,Furniture,West Coast,2,182
Dining Table 6-seat Mini,120.54,167.6,69,Furniture,International,0,199
Dining Chair V2,317.02,426.38,93,Furniture,South,0,113
Bar Stool Max,797.22,1108.75,70,Furniture,West Coast,0,116
Kitchen Island V3,307.45,415.94,77,Furniture,Midwest,2,185
Pantry Cabinet Max,699.14,860.64,92,Furniture,International,2,107
Bathroom Vanity Single,608.77,771.5,25,Furniture,East Coast,2,171
Mirror Cabinet V2,828.27,1002.66,49,Furniture,South,2,132
Laundry Hamper Lite,665.91,753.49,40,Furniture,East Coast,2,155
Room Divider Eco,774.24,933.54,57,Furniture,East Coast,2,116
Accent Chair V3,1172.87,1536.33,78,Furniture,International,1,160
Ottoman Pro,995.04,1264.14,19,Furniture,Midwest,0,191
Console Table V2,125.23,166.47,64,Furniture,East Coast,1,121
Bench Storage V2,694.95,794.3,67,Furniture,West Coast,0,200
All-Purpose Cleaner Single,39.41,59.19,1081,Cleaning,East Coast,43,6430
Glass Cleaner Bulk,16.41,28.59,1191,Cleaning,Midwest,44,6113
Disinfectant Spray Bulk,39.12,61.1,2760,Cleaning,Midwest,16,5537
Floor Cleaner Premium,13.51,19.36,3841,Cleaning,Midwest,13,6875
Bathroom Cleaner Standard,6.83,9.57,2904,Cleaning,Midwest,49,5855
Degreaser Premium,37.04,47.2,137,Cleaning,West Coast,13,5209
Air Freshener Premium,38.91,51.86,1647,Cleaning,International,47,6939
Microfiber Cloths (12pk) Pro,34.89,47.65,1585,Cleaning,West Coast,44,9193
Sponges (6pk) Compact,12.69,21.67,1613,Cleaning,West Coast,14,9989
Rubber Gloves (3pk) Single,12.64,21.55,2192,Cleaning,Primary,17,7396
Trash Bags 13gal (50pk) Max,35.34,56.77,2330,Cleaning,South,12,5452
Paper Towels (12pk) Single,26.34,45.76,74,Cleaning,Midwest,17,5164
Toilet Paper (24pk) Standard,30.47,38.91,1179,Cleaning,South,45,7174
Hand Soap (6pk) Heavy Duty,3.37,4.74,2676,Cleaning,West Coast,28,9998
Hand Sanitizer Lite,39.26,68.05,2967,Cleaning,South,19,9603
Mop V2,24.61,37.01,4697,Cleaning,International,49,8915
Broom Premium,11.8,19.14,1929,Cleaning,East Coast,24,9065
Dustpan V3,27.03,42.39,605,Cleaning,West Coast,44,7765
Vacuum Bags (6pk) Mini,24.09,41.5,232,Cleaning,South,40,6434
Dish Soap Compact,29.21,45.8,4685,Cleaning,South,21,8768
Dishwasher Tablets (30pk) Plus,22.2,29.71,1294,Cleaning,Primary,33,9035
Laundry Detergent XL,36.97,63.7,3147,Cleaning,South,26,5755
Fabric Softener Compact,7.03,9.06,68,Cleaning,South,14,7433
Stain Remover Max,37.62,59.02,4236,Cleaning,Primary,16,5986
Bleach Compact,22.35,34.2,3292,Cleaning,South,25,8434
Duster Extendable V3,8.92,13.55,1872,Cleaning,International,29,8537
Window Squeegee Lite,14.64,22.04,1235,Cleaning,East Coast,22,8619
Toilet Brush Single,39.44,55.77,3940,Cleaning,West Coast,44,8595
Plunger Plus,36.03,59.74,941,Cleaning,South,29,5698
Drain Cleaner Compact,16.33,20.91,3503,Cleaning,International,37,9180
Lint Roller Standard,5.84,8.96,823,Cleaning,Primary,15,7293
Carpet Cleaner Plus,32.02,49.34,3809,Cleaning,East Coast,41,8460
Wood Polish Plus,7.68,12.61,1274,Cleaning,South,13,5468
Stainless Steel Cleaner Bulk,8.55,13.8,1361,Cleaning,Midwest,20,5299
Oven Cleaner V3,23.03,36.67,2172,Cleaning,East Coast,29,7064
Grout Cleaner V3,6.97,11.88,1045,Cleaning,International,23,7800
First Aid Kit Standard,146.51,197.05,1000,Safety,International,9,1313
Fire Extinguisher Heavy Duty,138.91,199.6,301,Safety,West Coast,2,1705
Safety Goggles Standard,126.9,148.77,210,Safety,Midwest,3,1522
Work Gloves Single,129.38,188.48,202,Safety,Primary,4,1889
Hard Hat V2,57.12,85.3,270,Safety,International,9,1928
Safety Vest Standard,15.46,20.08,825,Safety,Midwest,2,1736
Ear Plugs (50pk) Compact,55.31,65.0,944,Safety,Midwest,6,1251
Dust Masks (50pk) Compact,75.46,92.87,809,Safety,West Coast,8,1288
Face Shields (5pk) Eco,156.93,204.96,950,Safety,West Coast,6,1824
Safety Boots V2,15.87,19.73,711,Safety,East Coast,9,1059
Knee Pads Compact,72.97,92.26,775,Safety,Midwest,7,1228
Back Support Belt Standard,91.39,135.79,585,Safety,South,3,1976
Anti-Fatigue Mat Pro,166.79,227.46,554,Safety,International,4,1420
Wet Floor Sign Mini,131.5,178.29,866,Safety,East Coast,9,1408
Safety Cone V3,80.36,118.36,49,Safety,West Coast,8,1375
Fire Blanket Bulk,116.6,170.55,146,Safety,International,3,1258
Smoke Detector Single,157.83,188.3,98,Safety,Midwest,9,1488
Carbon Monoxide Detector Heavy Duty,138.39,162.65,543,Safety,South,6,1180
Emergency Kit XL,74.59,99.85,87,Safety,East Coast,9,1781
Flashlight Heavy Duty Eco,31.95,40.99,85,Safety,Primary,4,1223
Batteries AA (24pk) Compact,92.1,126.66,237,Safety,East Coast,10,1162
Batteries AAA (24pk) XL,76.76,97.41,436,Safety,West Coast,10,1807
Extension Cord 25ft Eco,50.1,73.27,991,Safety,Midwest,4,1821
Power Strip 6-outlet Pro,57.21,68.92,947,Safety,Midwest,7,1079
Cable Cover Pro,50.75,67.98,262,Safety,South,10,1055
Lockout Tagout Kit Single,17.58,24.36,631,Safety,Primary,3,1094
Spill Kit V3,129.07,185.66,329,Safety,West Coast,5,1861
Eye Wash Station Standard,58.2,77.88,35,Safety,Midwest,9,1837
Chemical Storage Cabinet Mini,35.97,51.58,644,Safety,International,4,1243
Gas Detector Single,113.75,163.19,193,Safety,West Coast,10,1116
Cardboard Box Small Bulk,10.31,16.41,1907,Packaging,West Coast,96,13498
Cardboard Box Medium Max,45.96,63.86,2865,Packaging,West Coast,35,11214
Cardboard Box Large XL,53.0,75.77,2747,Packaging,West Coast,64,10067
Bubble Wrap Roll Lite,42.31,67.24,1763,Packaging,Primary,94,15116
Packing Peanuts Bulk,61.9,81.7,9171,Packaging,East Coast,55,12732
Shipping Tape (6pk) Lite,27.03,42.62,8367,Packaging,International,26,17000
Labels (500pk) V2,14.0,20.91,4885,Packaging,International,97,10017
Poly Mailers (100pk) XL,6.04,7.41,6868,Packaging,Primary,39,10569
Shrink Wrap Roll Heavy Duty,2.29,2.78,2353,Packaging,South,30,14627
Packing Paper (25lb) Premium,26.89,36.01,2063,Packaging,Midwest,54,15416
Foam Sheets (50pk) Premium,28.42,40.17,2420,Packaging,East Coast,35,11739
Strapping Tape Standard,72.55,88.06,2917,Packaging,South,61,17988
Pallet Wrap Lite,75.4,105.17,8585,Packaging,West Coast,49,14224
Void Fill Lite,10.1,14.01,1873,Packaging,Primary,36,16050
Tissue Paper (100pk) Bulk,45.27,59.77,9350,Packaging,International,47,14666
Gift Boxes (12pk) Standard,53.3,75.35,528,Packaging,South,64,10900
Ribbon Roll XL,48.31,72.05,1592,Packaging,Midwest,34,18141
Gift Bags (24pk) Max,57.6,73.68,7107,Packaging,International,92,14240
Kraft Paper Roll Plus,42.54,63.47,1733,Packaging,East Coast,94,15301
Corrugated Roll Mini,79.99,125.9,5055,Packaging,West Coast,69,16682
Coffee Beans 1lb Plus,38.7,48.77,1650,Food & Beverage,West Coast,12,5207
Ground Coffee 2lb V2,39.73,50.18,1821,Food & Beverage,Primary,19,5785
